sg_address1,sg_address2,sg_address3,zipcode
VISION EXCHANGE,2 VENTURE DRIVE #19-09/11,SINGAPORE,608526
BLK 301 CLEMENTI AVE 4,#02-559,SINGAPORE,120301
1 FIFTH AVENUE #02-09,GUTHRIE HOUSE,SINGAPORE,268802
80 ROBINSON ROAD,#23-02,SINGAPORE,068898
7 STRAITS VIEW,#23-01 MARINA ONE EAST TOWER,SINGAPORE,018936
51 CHANGI BUSINESS PARK CENTRAL 2,#07-08 THE SIGNATURE,SINGAPORE,486066
9 TEMASEK BOULEVARD #26-01,SUNTEC TOWER TWO,SINGAPORE,038989
12 MARINA VIEW,#22-01 ASIA SQUARE TOWER 2,SINGAPORE,018961
72 CLUB STREET,#01-01,SINGAPORE,069741
31 JURONG PORT ROAD,#05-12M JURONG LOGISTICS HUB,SINGAPORE,619115
108 PASIR PANJANG ROAD,#06-00 GOLDEN AGRI PLAZA,SINGAPORE,118535
362 UPPER PAYA LEBAR ROAD,DA JIN FACTORY BUILDING #06-11,SINGAPORE,534963
151 LORONG CHUAN,#04-05 NEW TECHPARK,SINGAPORE,556741
"1 PIONEER TURN,",,SINGAPORE,627576
3 SHENTON WAY,#17-03 SHENTON HOUSE,SINGAPORE,068805
1 TEMASEK AVENUE,#05-02 MILLENIA TOWER,SINGAPORE,039192
7 BULIM STREET,UNIT 2A,SINGAPORE,648175
WOODLANDS 11,11 WOODLANDS CLOSE #08-43,SINGAPORE,737853
SG CENTRALIZED RECEIVING UNIT #03-00 CITI SG,CAMPUS BLK NO.5 CHANGI BUSINESS PARK CRESCENT,SINGAPORE,486027
JURONG POINT POST OFFICE,PO BOX 540,SINGAPORE,916418
12 LOYANG CRESCENT,,SINGAPORE,508980
50 RAFFLES PLACE,33-00 SINGAPORE LAND TOWER,SINGAPORE,048623
8 EU TONG SEN STREET,#22-83 THE CENTRAL,SINGAPORE,059818
"238B THOMSON ROAD,","#17-01 NOVENA SQUARE TOWER B,",SINGAPORE,307685
190 PANDAN LOOP,,SINGAPORE,128412
11 BISHAN STREET 21,,SINGAPORE,573943
219 KALLANG BAHRU,,SINGAPORE,339348
"160, ROBINSON ROAD",#17-07 SBF CENTRE,SINGAPORE,068914
110 LORONG 23 GEYLANG,#03-05 VICTORY CENTRE,SINGAPORE,388410
11 TUAS VIEW CRESCENT,,SINGAPORE,637643
8 SHENTON WAY,#37-03 AXA TOWER,SINGAPORE,068811
"19 CECIL STREET,","THE QUADRANT AT CECIL, 3RD FLOOR,",SINGAPORE,049704
18 SCIENCE PARK DRIVE,,SINGAPORE,118229
16 RAFFLES QUAY #41-04,HONG LEONG BUILDING,SINGAPORE,048581
81 VICTORIA STREET,,SINGAPORE,188065
9 TAGORE LANE,#02-23,SINGAPORE,787472
331 NORTH BRIDGE ROAD,#20-01/02 ODEON TOWERS,SINGAPORE,188720
1 RESEARCH LINK,NATIONAL UNIVERSITY OF SINGAPORE,SINGAPORE,117604
29 INTERNATIONAL BUSINESS PARK,#01-03/03A ACER BUILDING,SINGAPORE,609923
ONE TEMASEK AVENUE,#30-02 MILLENIA TOWER,SINGAPORE,039192
#05-04 CT HUB,2 KALLANG AVENUE (OFF LAVENDER STREET),SINGAPORE,339407
"10 UBI CRESCENT,","UBI TECH PARK, LOBBY D, #06-78",SINGAPORE,408564
20 PASIR PANJANG ROAD,#12-25/26 MAPLETREE BUSINESS CITY,SINGAPORE,117439
3 GEYLANG EAST AVENUE 1,#15-09,SINGAPORE,389779
10 EUNOS ROAD 8,#14-01/02 SINGAPORE POST CENTRE,SINGAPORE,408600
226 PANDAN LOOP,,SINGAPORE,128412
1 SCOTTS ROAD,#22-03 SHAW CENTRE,SINGAPORE,228208
7 TUAS AVENUE 10,,SINGAPORE,639131
7A BUROH LANE,,SINGAPORE,618293
350 ORCHARD ROAD #20-04,SHAW HOUSE,SINGAPORE,238868
8 JURONG TOWN HALL ROAD,#23-06 THE JTC SUMMIT,SINGAPORE,609434
30 PASIR PANJANG ROAD,#16-31 MAPLE TREE BIZ CITY,SINGAPORE,117440
BLK 135 JURONG EAST STREET 13,#05-317,SINGAPORE,600135
9 SENOKO DRIVE,,SINGAPORE,758197
NO 6 MUGLISTON GARDENS,,SINGAPORE,798613
20 PASIR PANJANG ROAD,#13-27/28 MAPLETREE BUSINESS CITY,SINGAPORE,117439
11 COLLYER QUAY,#16-01 THE ARCADE,SINGAPORE,049317
83 CLEMENCEAU AVENUE,#10-05 UE SQUARE,SINGAPORE,239920
18 CROSS STREET,#09-02,SINGAPORE,048423
10 HOE CHIANG RD #11-01,KEPPEL TOWERS,SINGAPORE,089315
37 TANNERY LANE,#03-02 TANNERY HOUSE,SINGAPORE,347790
19 GUL LANE,,SINGAPORE,629414
"21, WOODLANDS CLOSE","#07-21, PRIMZ BIZHUB",SINGAPORE,737854
165 BUKIT MERAH CENTRAL,#06-3675,SINGAPORE,150165
28 TUAS AVENUE 8,,SINGAPORE,639243
1 GEORGE STREET,#19-01/03 ONE GEORGE STREET,SINGAPORE,049145
"491B RIVER VALLEY ROAD, VALLEY POINT",OFFICE TOWER 15-01,SINGAPORE,248373
8 BEECHWOOD GROVE,,SINGAPORE,738278
101 CECIL ST,#16-01 TONG ENG BUILDING,SINGAPORE,069533
10 COLLYER QUAY,#29-00 OCEAN FINANCIAL CENTRE,SINGAPORE,049315
463 MACPHERSON ROAD,LEVEL 2,SINGAPORE,368181
1 WALLICH STREET,#30-01 GUOCO TOWER,SINGAPORE,078881
GOLDEN WALL FLATTED FACTORY,"UNIT 02-02, 02 JALAN RAJAH",SINGAPORE,329134
10 ANSON ROAD,#27-04 INTERNATIONAL PLAZA,SINGAPORE,079903
18 BOON LAY WAY,#09-97 TRADEHUB 21,SINGAPORE,609966
3014A UBI ROAD 1,#04-01 & #04-02,SINGAPORE,408703
120 ROBINSON ROAD,#15-01,SINGAPORE,068913
"11 NORTH BUONA VISTA DRIVE,","#21-07, THE METROPOLIS TOWER 2,",SINGAPORE,138589
45 AIRPORT CARGO RD,#219 CIAS/DNATA CARGO CENTRE,SINGAPORE,819478
223 MOUNTBATTEN ROAD,#03-10,SINGAPORE,398008
8 UBI ROAD 2,#05-08 ZERVEX,SINGAPORE,408538
9 STRAITS VIEW,21-07 MARINA ONE WEST TOWER,SINGAPORE,018937
NORDIC EUROPEAN CENTRE,3 INTERNATIONAL BUSINESS PARK,SINGAPORE,609927
2 SHENTON WAY,#17-03 SGX CENTRE,SINGAPORE,068804
1 DEPOT CLOSE,,SINGAPORE,109841
53 UBI AVENUE 1,#05-25 PAYA UBI INDUSTRIAL PARK,SINGAPORE,408934
44 TANJONG PENJURU,,SINGAPORE,609032
"7 STRAITS VIEW, MARINA ONE EAST",#16-05/#16-06,SINGAPORE,018936
61 STAMFORD ROAD,#02-09 STAMFORD COURT,SINGAPORE,178892
229 MOUNTBATTEN ROAD,#03-38 MOUNTBATTEN SQUARE,SINGAPORE,398007
12 HOY FATT ROAD,#05 -01 BRYTON HOUSE,SINGAPORE,159506
1 RAFFLES PLACE,TOWER 2 # 27-61A,SINGAPORE,048616
10 ANSON ROAD,#22-11 INTERNATIONAL PLAZA,SINGAPORE,079903
5 SHENTON WAY,#18-06 UIC BUILDING,SINGAPORE,068808
47 KAKI BUKIT PLACE,,SINGAPORE,416225
1 RAFFLES PLACE,#28-03 ONE RAFFLES PLACE,SINGAPORE,048616
20E PASIR PANJANG ROAD,#06-22 MAPLETREE BUSINESS CITY,SINGAPORE,117439
8 TEMASEK BOULEVARD SUNTEC TOWER 3,#30-03 SINGAPORE,SINGAPORE,038988
271 BUKIT TIMAH ROAD,#03-13 BALMORAL PLAZA,SINGAPORE,259708
"1 CLEANTECH LOOP,",#04-04,SINGAPORE,637141
133 CECIL STREET,#16-02A KECK SENG TOWER,SINGAPORE,069535
10 ANSON ROAD,#09-22/23 INTERNATIONAL PLAZA,SINGAPORE,079903
36 ROBINSON ROAD,#17-01 CITY HOUSE,SINGAPORE,068877
152 BEACH ROAD,#13-02/03 GATEWAY (EAST),SINGAPORE,189721
100 BEACH ROAD,#14-07 SHAW TOWER,SINGAPORE,189702
"#21-04, 6 TEMASEK BOULEVARD",SUNTEC TOWER 4,SINGAPORE,038986
10 WINSTEDT ROAD,BLK C #01-15,SINGAPORE,227977
152 BEACH ROAD,GATEWAY E #12-04,SINGAPORE,189721
1 TEMASEK AVENUE,#17-03 MILLENIA TOWER,SINGAPORE,039192
161 LAVENDER STREET,,SINGAPORE,338750
64 CECIL STREET,IOB BLDG,SINGAPORE,049711
5 PEREIRA ROAD,#04-03 ASIAWIDE INDUSTRIAL BUILDING,SINGAPORE,368025
8 TEMASEK BOULEVARD,SUNTEC TOWER 3 #18-01,SINGAPORE,038988
11 BIOPOLIS WAY,#04-01 HELIOS,SINGAPORE,138667
1 PAYA LEBAR LINK #05-05,PAYA LEBAR QUARTER,SINGAPORE,408533
1 FUSIONOPOLIS PLACE,LEVEL 12 GALAXIS,SINGAPORE,138522
12 MARINA VIEW #17-01,ASIA SQUARE TOWER 2,SINGAPORE,018961
10 HOE CHIANG ROAD,#07-05/06 KEPPEL TOWERS,SINGAPORE,089315
2 INTERNATIONAL BUSINESS PARK,"#01-34 THE STRATEGY TOWER 2,",SINGAPORE,609930
50 BUKIT BATOK STREET 23,#06-08 MIDVIEW BUILDING,SINGAPORE,659578
20 UPPER CIRCULAR ROAD,#03-06 THE RIVERWALK,SINGAPORE,058416
18 BOON LAY WAY,#08-136 TRADEHUB 21,SINGAPORE,609966
"NO. 1 SELEGIE ROAD,",#06-01,SINGAPORE,188306
NO. 9,CHANGI BUSINESS PARK VISTA,SINGAPORE,486041
"33 UBI AVENUE 3,",#01-59 VERTEX,SINGAPORE,408868
"10 SHENTON WAY, #12-08 MAS BUILDING",,SINGAPORE,079117
7 ANG MO KIO STREET 64,,SINGAPORE,569086
"8 UBI ROAD 2 #03-17, ZERVEX",,SINGAPORE,408538
438B ALEXANDRA ROAD,#08-04 ALEXANDRA TECHNOPK B,SINGAPORE,119968
1 INTERNATIONAL BUSINESS PARK,"#03-01E THE SYNERGY,",SINGAPORE,609917
36 TOH GUAN ROAD EAST,#01-40 ENTERPRISE HUB,SINGAPORE,608580
50 SCOTTS ROAD,#02-01A,SINGAPORE,228242
18 PIONEER CRESCENT,,SINGAPORE,628567
7 CHANGI BUSINESS PARK CRESCENT,#01-00,SINGAPORE,486028
THE METROPOLIS TOWER 1,9 NORTH BUONA VISTA DRIVE #07-01,SINGAPORE,138588
1 TAMPINES CENTRAL 1,#02-01 UOB TAMPINES CENTRE,SINGAPORE,529539
"152, BEACH ROAD GATEWAY EAST",#25-01/04,SINGAPORE,189721
14 JURONG PORT ROAD,,SINGAPORE,619091
7 STRAITS VIEW,MARINA ONE EAST TOWER #20-01,SINGAPORE,018936
9 RAFFLES PLACE # 13-01 REPUBLIC PLAZA,,SINGAPORE,048619
31 SENOKO LOOP,,SINGAPORE,758163
50 RAFFLES PLACE,#09-01 SINGAPORE LAND TOWER,SINGAPORE,048623
9 KRETA AYER ROAD,,SINGAPORE,088985
37 KEPPEL ROAD #03-06,TANJONG PAGAR DISTRIPARK,SINGAPORE,089064
8 TEMASEK BOULEVARD,#08-03 SUNTEC TOWER 3,SINGAPORE,038988
3 TEMASEK AVE,#06-01 CENTENNIAL TWR,SINGAPORE,039190
501 STIRLING ROAD,,SINGAPORE,148951
20 BENDEMEER ROAD,#04-12 CYBERHUB,SINGAPORE,339914
"12 MARINA VIEW, ASIA SQUARE TOWER 2,",#31-01,SINGAPORE,018961
49 SUNGEI KADUT AVENUE,,SINGAPORE,729673
"159 KAMPONG AMPAT, KA PLACE",#05-03A/ 04,SINGAPORE,368328
182 CECILE STREET,FRASERS TOWER #27-01,SINGAPORE,069547
18 CHURCH STREET,#B1-01 OCBC CENTRE SOUTH,SINGAPORE,049479
NO. 3 FRASER STREET,#10-21 DUO TOWERSTREET,SINGAPORE,189352
231 PANDAN LOOP,,SINGAPORE,128418
"LEVEL 9, THE METROPOLIS TOWER 2",11 NORTH BUONA VISTA DRIVE,SINGAPORE,138589
NO. 1 TOH TUCK LINK,#04-02,SINGAPORE,596222
53 TUAS CRESCENT,,SINGAPORE,638732
20 COLLYER QUAY,#13-01 TUNG CENTRE,SINGAPORE,049319
1 COLEMAN STREET,#06-01 THE ADELPHI,SINGAPORE,179803
3 TEMASEK AVENUE,#06-01 CENTENNIAL TWR,SINGAPORE,039190
38 BEACH ROAD,#31-11 SOUTH BEACH TOWER,SINGAPORE,189767
37 TUAS ROAD,,SINGAPORE,638503
21 CHANGI SOUTH STREET 1,,SINGAPORE,486777
19 KEPPEL ROAD,#11-01/02 JIT POH BUILDING,SINGAPORE,089058
3 WOODLANDS LINK,,SINGAPORE,738720
12 MARINA BOULEVARD,#12-01 DBS ASIA CENTRAL @ MBFC TOWER 3,SINGAPORE,018982
NO.3 BEDOK SOUTH ROAD,,SINGAPORE,469269
"150, BEACH ROAD","#22-01/08, GATEWAY WEST",SINGAPORE,189720
1 SCOTTS ROAD,#24-05 SHAW CENTRE,SINGAPORE,228208
38C JALAN PEMIMPIN,LEVEL 5 ASA SERVICE CENTER,SINGAPORE,573943
11 BISHAN STREET 21,LEVEL 5,SINGAPORE,573943
12 MARINA BOULEVARD,#20-01 MARINA BAY FINANCIAL CENTRE TOWER 3,SINGAPORE,018982
150 BEACH ROAD,#24-01/08 GATEWAY WEST,SINGAPORE,189720
52 INTERNATIONAL ROAD,#01-08,SINGAPORE,619626
LOYANG OFFSHORE SUPPLY BASE,25 LOYANG CRES BLK 105 TOPS ST 12 MAILBX 5118,SINGAPORE,508988
8 TEMASEK BOULEVARD,#32-01 SUNTEC TOWER 3,SINGAPORE,038988
5 CHANGI NORTH ST 1,,SINGAPORE,498766
154 GUL CIRCLE,,SINGAPORE,629611
1 ST. ANDREW'S ROAD,#01-01,SINGAPORE,178957
69A TRAS STREET,,SINGAPORE,079008
541 ORCHARD ROAD,#16-00 LIAT TOWERS,SINGAPORE,238881
260 ORCHARD ROAD,#18-01 THE HEEREN,SINGAPORE,238855
"31, WOODLANDS CLOSE","#02 -04, WOODLANDS HORIZON",SINGAPORE,737855
391A ORCHARD ROAD,#11-08 NGEE ANN CITY TOWER A,SINGAPORE,238873
260 ORCHARD ROAD,#19-02 THE HEEREN,SINGAPORE,238855
15 TUAS AVENUE 8,,SINGAPORE,639230
STATION A3,HOUGANG CENTRAL POST OFFICE PO BOX 358,SINGAPORE,915312
BLK 43 JALAN MERAH SAGA,#02-80,SINGAPORE,278115
10 ADMIRALTY STREET,#06-70 NORTH LINK BUILDING,SINGAPORE,757695
"16 COLLYER QUAY,","34-02, INCOME AT RAFFLES",SINGAPORE,049318
"1 TAMPINES NORTH DRIVE 1,â¬",#04-12 T-SPACE,SINGAPOREâ¬,528559
18 BOON LAY WAY,#10-111 TRADE HUB 21,SINGAPORE,609966
54 SERANGOON NORTH AVE 4,#03-03D CYBERHUB NORTH,SINGAPORE,555854
1 HARBOURFRONT PLACE,#12-04 HARBOURFRONT TOWER 1,SINGAPORE,098633
2 JURONG EAST STREET 21,#04-A4 IMM BUILDING,SINGAPORE,609601
315 OUTRAM ROAD,#09-05 TAN BOON LIAT BUILDING,SINGAPORE,169074
18 FAN YOONG ROAD,,SINGAPORE,629795
ONE GEORGE STREET,#10-01,SINGAPORE,049145
13 TUAS AVE 13,,SINGAPORE,638985
72 TUAS SOUTH AVENUE 2,,SINGAPORE,637521
8 ROBINSON ROAD,ASO BUILDING #10-00,SINGAPORE,048544
150 UBI AVENUE 4,#02-00 UBI BIZ-HUB,SINGAPORE,408825
"438B ALEXANDRA ROAD,",#02W-167/203 BLK B ALEXANDRA TECHPARK,SINGAPORE,119968
12 TANNERY ROAD,#08-01 HB CENTRE 1,SINGAPORE,347722
GOLDEN WHEEL BUILDING #04-03B,41 KALLANG PUDDING ROAD,SINGAPORE,349316
18 BOON LAY WAY,#03-129 TRADEHUB 21,SINGAPORE,609966
120 LOWER DELTA ROAD,#11-15 CENDEX CENTRE,SINGAPORE,169208
47 GUL DRIVE,SINGAPOREâ¬,SINGAPORE,629494
78 SHENTON WAY,#06-15 TOWER 2,SINGAPORE,079120
2 LENG KEE ROAD,#06-02 THYE HONG CENTRE,SINGAPORE,159086
16 RAFFLES QUAY,#33-03 HONG LEONG BUILDING,SINGAPORE,048581
390 HAVELOCK ROAD,#04-01 KING'S CENTRE,SINGAPORE,169662
333 NORTH BRIDGE RD,"#08-00, KH KEA BLDG",SINGAPORE,188721
133 CECIL STREET,#12-03 KECK SENG TOWER,SINGAPORE,069535
308A LAVENDER STREET,,SINGAPORE,338814
1 TEMASEK AVENUE,MILLENIA TOWER #28-03,SINGAPORE,039192
135 BUKIT TIMAH ROAD LEVEL 4,,SINGAPORE,229837
1 RAFFLES PLACE,#39-01 ONE RAFFLES PLACE,SINGAPORE,048616
25 INTERNATIONAL BUSINESS PARK,#04-01 GERMAN CENTRE,SINGAPORE,609916
8 BURN ROAD,#14-06 TRIVEX,SINGAPORE,369977
192 PANDAN LOOP,#06-09 PANTECH INDUSTRIAL COMPLEX,SINGAPORE,128381
12 MARINA VIEW #08-01,ASIA SQUARE TOWER 2,SINGAPORE,018961
51 CHANGI BUSINESS PARK CENTRAL 2,#05-01 THE SIGNATURE,SINGAPORE,486066
138 MARKET STREET,#30-02 CAPITAGREEN,SINGAPORE,048946
"77 ROBINSON ROAD, #20-00",,SINGAPORE,068896
THE METROPOLIS UNIT #11-04/05/06 TOWER 1,9 NORTH BUONA VISTA DRIVE,SINGAPORE,138588
7030 ANG MO KIO AVE 5 #09-67,NORTHSTAR@AMK,SINGAPORE,569880
4 SHENTON WAY,#17-01 SGX CENTRE II,SINGAPORE,068807
"182 CECIL STREET, #07-03",FRASERS TOWER,SINGAPORE,069547
1 PHILLIP STREET,#09-00 ROYAL ONE PHILLIP,SINGAPORE,048692
180 CLEMENCEAU AVE,#06-02 HAW PAR CENTRE,SINGAPORE,239922
"3015A, UBI ROAD 1,",#06-08,SINGAPORE,408705
163 PENANG ROAD,#02-02 WINSLAND HOUSE II,SINGAPORE,238463
"20 SCIENCE PARK ROAD,","#01-12 TELETECH PARK,",SINGAPORE,117674
57 LOYANG DRIVE,,SINGAPORE,508968
LEVEL 9 THE METROPOLIS TOWER2,11 NORTH BUONA VISTA DRIVE,SINGAPORE,138589
16 INTERNATIONAL BUSINESS PARK,#03-00,SINGAPORE,609929
14 SCOTTS ROAD,#06-01 FAR EAST PLAZA,SINGAPORE,228213
80 PASIR PANJANG ROAD #15-81,MAPLETREE BUSINESS CITY,SINGAPORE,117372
173A TELOK AYER STREET,,SINGAPORE,068622
NO 1 TAMPINES STREET 73,,SINGAPORE,528704
BLK 4012 ANG MO KIO AVE 10,#03-10/12 TECHPLACE 1,SINGAPORE,569628
"9 RAFFLES PLACE, REPUBLIC PLAZA TOWER 1",#22-03,SINGAPORE,048619
NO 12 MARINA VIEW,#18-03 ASIA SQUARE TOWER 2,SINGAPORE,018961
1 TEMASEK AVENUE,#34-01 MILLENIA TOWER,SINGAPORE,039192
33 UBI AVE,VERTEX TOWER B #03-04,SINGAPORE,408868
6 TEMASEK BOULEVARD LEVEL,16 SUNTEC TOWER 4,SINGAPORE,038986
41 SCIENCE PARK ROAD #02-12/13,THE GEMINI,SINGAPORE,117610
33 UBI AVE 3,#03-05 THE VERTEX,SINGAPORE,408868
10 UBI CRESCENT,#06-77 UBI TECHPARK,SINGAPORE,408564
82 LORONG 23 GEYLANG,#01-06 ATRIX,SINGAPORE,388409
1 SCOTTS ROAD,#23-10 SHAW CENTRE,SINGAPORE,228208
27 PANDAN CRESCENT,,SINGAPORE,128476
10 ANSON ROAD,INTERNATIONAL PLAZA #34-10,SINGAPORE,079903
66 HORNE ROAD,NO. 04-00,SINGAPORE,209073
7 TEMASEK BOULEVARD,#16-01 SUNTEC TOWER ONE,SINGAPORE,038987
237 ALEXANDRA ROAD,#04-04 THE ALEXCIER,SINGAPORE,159929
23 CHURCH STREET,#13-08 CAPITAL SQUARE,SINGAPORE,049481
20 MALACCA STREET,#04-00 MALACCA CENTRE,SINGAPORE,048979
8 MARINA VIEW,#15-04 ASIA SQUARE TOWER 1,SINGAPORE,018960
1 HARBOURFRONT AVENUE,LEVEL 2 (MAILROOM) KEPPEL BAY TOWER,SINGAPORE,098632
249 JLN BOON LAY,"#03-00 FOUNDERS BLDG, CORP FINANCE OFFICE",SINGAPORE,619523
16 COLLYER QUAY,#07-02 INCOME AT RAFFLES,SINGAPORE,049318
77 ROBINSON ROAD,#20-00,SINGAPORE,068896
BLK 115 RIVERVALE WALK,#02-21,SINGAPORE,540115
1 RAFFLES QUAY,#20-00 SOUTH TOWER,SINGAPORE,048583
72 ANSON ROAD,"#06-01,",SINGAPORE,079911
"TRADE FINANCE CENTRE, 200 JALAN SULTAN",TRADE FINANCE CENTRE,SINGAPORE,199018
8 SHENTON WAY,#35-02 AXA TOWER,SINGAPORE,068811
80 GENTING LANE,#04-03 (H) RUBY INDUSTRIAL COMPLEX,SINGAPORE,349565
12 MARINA VIEW,ASIA SQUARE TOWER 2 #28-01,SINGAPORE,018961
27 KRETA AYER ROAD,,SINGAPORE,088994
71 ROBINSON ROAD,#09-01,SINGAPORE,068895
5 INTERNATIONAL BUSINESS PARK,,SINGAPORE,609914
7 STRAITS VIEW # 23-01,MARINA ONE EAST TOWER,SINGAPORE,018936
1 MARINA BOULEVARD,#28-00,SINGAPORE,018989
81 CLUB STREET,#03-01,SINGAPORE,069449
200 CANTONMENT ROAD,#13-05 STHPT,SINGAPORE,089763
10 MARINA BOULEVARD,#34-01 MARINA BAY FINANCIAL CENTRE,SINGAPORE,018983
1 KAKI BUKIT ROAD 1,#04-02 ENTERPRISE ONE,SINGAPORE,415934
27 TANJONG PENJURU,,SINGAPORE,609025
1 HARBOURFRONT AVENUE,#04-04/07 KEPPEL BAY TOWER,SINGAPORE,098632
21 COLLYER QUAY,#B1-00 HSBC BUILDING,SINGAPORE,049320
12 MARINA BOULEVARD,#17-04 MARINA BAY FINANCIAL CENTRE TOWER 3,SINGAPORE,018982
65 UBI ROAD 1,#02-77 OXLEY BIZ HUB 1,SINGAPORE,408729
"1 RAFFLES PLACE,","#11-01 ONE RAFFLES PLACE TOWER 1,",SINGAPORE,048616
1 TAMPINES NORTH DRIVE 1,T-SPACE #08-17,SINGAPORE,528559
10 BAYFRONT AVENUE,,SINGAPORE,018956
3 FRASER STREET,#10-22 DUO TOWER,SINGAPORE,189352
2 VENTURE DRIVE,#18-18 VISION EXCHANGE,SINGAPORE,608526
133 NEW BRIDGE ROAD,#14-07 CHINATOWN POINT,SINGAPORE,059413
30 HILL STREET,#05-04,SINGAPORE,179360
168 ROBINSON ROAD,#22-03 CAPITAL TOWER,SINGAPORE,068912
45B CLUB STREET,,SINGAPORE,069422
BLK 33 MARSILING INDUSTRIAL ESTATE ROAD 3,#07-06,SINGAPORE,739256
9 GUL ROAD,#01-01,SINGAPORE,629361
201 HENDERSON ROAD,#04-22 APEX@HENDERSON,SINGAPORE,159545
"20 SCIENCE PARK,","#03-01 TELETECH PARK, SCIENCE PARK 2,",SINGAPORE,117674
1 HARBOURFRONT PLACE,#16-01 HARBOURFRONT TOWER ONE,SINGAPORE,098633
48 TOH GUAN ROAD EAST,#09-110 ENTERPRISE HUB,SINGAPORE,608586
63 MARKET STREET,#07-01,SINGAPORE,048942
1 FULLERTON ROAD,#02-59 ONE FULLERTON,SINGAPORE,049213
8 CHANGI BUSINESS PARK AVE 1,#09-51 UE BIZHUB EAST (SOUTH TOWER),SINGAPORE,486018
ONE FINLAYSON GREEN,#07-02,SINGAPORE,049246
PRIVATE BANKING DIVISION - ADM,21 COLLYER QUAY 21-01 HSBC BUILDING,SINGAPORE,049320
10 KALLANG AVENUE,#12-14/18 APERIA TOWER 2,SINGAPORE,339510
1 JALAN KILANG TIMOR,#09-01 PACIFICTECH CENTRE,SINGAPORE,159303
7 TEMASEK BOULEVARD,#42-01 SUNTEC TOWER 1,SINGAPORE,038987
85 TUAS AVENUE 1,,SINGAPORE,639518
1 FUSIONOPOLIS WALK,#07-01 SOLARIS SOUTH TOWER,SINGAPORE,138628
133 NEW BRIDGE ROAD,#12-03 CHINATOWN POINT,SINGAPORE,059413
10 COLLYER QUAY,LEVEL 18 OCEAN FINANCIAL CENTRE,SINGAPORE,049315
25 INTERNATIONAL BUSINESS PARK,#03-112/113 GERMAN CENTRE,SINGAPORE,609916
20 PASIR PANJANG ROAD,#10-21/24 MAPLETREE BUSINESS CITY,SINGAPORE,117439
52 KIAN TECK ROAD,,SINGAPORE,628789
"21 JALAN MESIN,",,SINGAPORE,368819
"ORCHARD TOWERS,","400 OCRHARD ROAD, #15-08",SINGAPORE,238875
1 NEW INDUSTRIAL ROAD,2ND FLOOR TIMES CENTRE,SINGAPORE,536196
391B ORCHARD ROAD,#18-08 NGEE ANN CITY TOWER B,SINGAPORE,238874
80 ROBINSON ROAD #02-00,,SINGAPORE,068898
9 TEMASEK BOULEVARD,#29-01 SUNTEC TOWER TWO,SINGAPORE,038989
190 MIDDLE ROAD,#09-06 FORTUNE CENTRE,SINGAPORE,188979
2 BENOI ROAD,,SINGAPORE,629876
BLK 310B ANG MO KIO AVENUE 1,#19-383,SINGAPORE,562310
83 CLEMENCEAU AVENUE,#13-03 UE SQUARE,SINGAPORE,239920
4 TUAS AVENUE 2,,SINGAPORE,639444
8 ROBINSON ROAD,#06-00 UNIT 2 ASO BUILDING,SINGAPORE,048544
7500A BEACH ROAD,"#11-306, THE PLAZA",SINGAPORE,199591
50 SCIENCE PARK ROAD,#02-07 THE KENDALL,SINGAPORE,117406
77 HIGH STREET,#09-04 HIGH STREET PLAZA,SINGAPORE,179433
8 EU TONG SEN STREET,#22-89 THE CENTRAL,SINGAPORE,059818
3 CHANGI SOUTH STREET 1,#03-01 SANTA UNITED BUILDING,SINGAPORE,486795
100 PASIR PANJANG ROAD,#08-04,SINGAPORE,118518
9 TEMASEK BOULEVARD,SUNTEC TOWER 2 #21-02,SINGAPORE,038989
5 FRASER STREET,,SINGAPORE,189354
110 LORONG 23 GEYLANG,#02-03 VICTORY CENTRE,SINGAPORE,388410
"6 TEMASEK BOULEVARD,",SUNTEC TOWER 4 #28-01 TO 04,SINGAPORE,038986
3 PHILLIP STREET,#16-01 ROYAL GROUP BUILDING,SINGAPORE,048693
2 WOODLANDS SECTOR 1,#01-35 SPECTRUM 1,SINGAPORE,738068
1 MARINA BOULEVARD,#25-07 ONE MARINA BOULEVARD,SINGAPORE,018989
80 RAFFLES PLACE #20-03 UOB PLAZA 1,,SINGAPORE,048624
1 SCOTTS ROAD,SHAW CENTRE #24-10,SINGAPORE,228208
20 TEMBUSU AVENUE,,SINGAPORE,627536
50 RAFFLES PLACE,#35-01 SINGAPORE LAND TOWER,SINGAPORE,048623
78 CIRCULAR ROAD,#03-01,SINGAPORE,049432
10 SOON LEE ROAD #03-02,,SINGAPORE,628074
3 WOODLANDS TERRACE,,SINGAPORE,738428
"1 PHILIP STREET #03-01,",,SINGAPORE,048692
C/O: LF LOGISTICS,10 BULIM AVENUE #09-01,SINGAPORE,648165
146 ROBINSON ROAD.,#12-01,SINGAPORE,068909
391B ORCHARD ROAD,#17-03/04 NGEE ANN CITY TOWER B,SINGAPORE,238874
10 BUKIT BATOK CRESCENT,#09-01 (THE SPIRE),SINGAPORE,658079
8 MARINA VIEW,#41-05A ASIA SQUARE TOWER 1,SINGAPORE,018960
9 NORTH BUONA VISTA DRIVE,#14-01 THE METROPOLIS TOWER 1,SINGAPORE,138588
138 ROBINSON ROAD,#28-04 OXLEY TOWER,SINGAPORE,068906
5 SHENTON WAY,#13-07UIC BUILDING,SINGAPORE,068808
